Name,elo_overall,match_number,elo_hard,match_number_hard,elo_clay,match_number_clay,elo_grass,match_number_grass,previous_match
Marton Szappanos,1370.070275519441,3,1400.0,0,1356.0723646854228,3,1400.0,0,2017-Hungary F8-Philip Aplienz-Marton Szappanos
Gunjan Jadhav,1370.0541903392702,3,1400.0,0,1369.8298799104048,3,1400.0,0,2020-M15 Cairo 3-Dennis Uspensky-Gunjan Jadhav
Stefan Simeunovic,1370.0476101794368,3,1367.233285078807,3,1400.0,0,1400.0,0,2022-M15 South Bend IN-Joe Tyler-Stefan Simeunovic
Luiz Leonardo Andreolli,1370.0347558881451,1,1400.0,0,1361.6473783383135,1,1400.0,0,2014-Brazil F7-Augusto Laranja-Luiz Leonardo Andreolli
Marco Rossi,1370.0253949852686,2,1400.0,0,1372.6549573580264,2,1400.0,0,2015-Italy F15-Riccardo Sinicropi-Marco Rossi
Gerard Oltra Guiral,1370.0205440285142,1,1400.0,0,1360.850899676712,1,1400.0,0,2022-M25 Vic-Manish Sureshkumar-Gerard Oltra Guiral
Daniel Querol Cherigny,1370.0203647657381,1,1400.0,0,1367.5051907484149,1,1400.0,0,2017-Spain F13-Johan Nikles-Daniel Querol Cherigny
Philip Kunhen,1370.0078324040903,1,1400.0,0,1368.3757762376506,1,1400.0,0,2013-Spain F29-Mario Vilella Martinez-Philip Kunhen
Fabien Salle,1369.9914518965547,1,1366.5969315052062,1,1400.0,0,1400.0,0,2016-France F22-Jonathan Kanar-Fabien Salle
Sanin Zukic,1369.9678533878168,1,1366.824258998638,1,1400.0,0,1400.0,0,2016-Turkey F18-Christoph Negritu-Sanin Zukic
Nut Rungsithmongkol,1369.9250367354425,1,1369.275990597131,1,1400.0,0,1400.0,0,2013-Thailand F3-Arata Onozawa-Nut Rungsithmongkol
Rohan Bhatia,1369.9136356140773,1,1369.618994506005,1,1400.0,0,1400.0,0,2015-India F14-Sasi Kumar Mukund-Rohan Bhatia
Aljaz Radinski,1369.906241784881,70,1389.6749937293696,21,1407.1644624451992,49,1400.0,0,2018-Portoroz CH-Tobias Kamke-Aljaz Radinski
Thibaud Aime,1369.9053696571998,1,1376.6079001177436,1,1400.0,0,1400.0,0,2011-France F13-Sebastien Boltz-Thibaud Aime
Vladimir Molkanov,1369.9019936569696,1,1362.6708872049287,1,1400.0,0,1400.0,0,2011-Portugal F3-Enrique Lopez Perez-Vladimir Molkanov
Joao Pedro Tayar,1369.8865221146443,1,1400.0,0,1369.4755925022116,1,1400.0,0,2016-Brazil F1-Andre Miele-Joao Pedro Tayar
Romain Kalaydjian,1369.8840104433418,1,1400.0,0,1357.7001678273077,1,1400.0,0,2014-France F14-Teri Groll-Romain Kalaydjian
Hyeong Don Kim,1369.854879440509,7,1368.6269891963896,4,1411.253318915117,3,1400.0,0,2018-Korea F5-Seong Taek Im-Hyeong Don Kim
Yifan Wu,1369.8413520406318,2,1369.5471949291186,2,1400.0,0,1400.0,0,2015-Turkey F2-Shuichi Sekiguchi-Yifan Wu
Maik Ulrich,1369.8412368846202,2,1400.0,0,1361.8133775996057,2,1400.0,0,2010-18th International Junior Tournament of Offenbach/Main-Mick Lescure-Maik Ulrich
Lancelot Carnello,1369.8305586956387,10,1357.302894336558,5,1400.8919131695973,5,1400.0,0,2019-J1 Cuenca-Elmer Moller-Lancelot Carnello
Juan Pablo Simoni,1369.821772685934,1,1400.0,0,1366.1269831198808,1,1400.0,0,2012-Argentina F15-Jose Maria Paniagua-Juan Pablo Simoni
Jaydeep S Chudasama,1369.8102734106258,1,1367.9237895366562,1,1400.0,0,1400.0,0,2015-India F19-Ranjeet Virali Murugesan-Jaydeep S Chudasama
Yosuke Takeuchi,1369.7911124671768,1,1400.0,0,1400.0,0,1341.99705469655,1,2010-Dunlop Japan Open Junior Championships-Jea Moon Lee-Yosuke Takeuchi
Ivan Bryusov,1369.778203115286,1,1400.0,0,1358.2970897069918,1,1400.0,0,2016-Moscow CH-Alexandr Igoshin-Ivan Bryusov
Roberto Rodriguez Alonso,1369.753715559886,49,1341.2665139447063,7,1410.2069486951748,25,1387.0,0,2011-Spain F35-Axel Alvarez Llamas-Roberto Rodriguez Alonso
Christiaan Botha,1369.746454630842,1,1363.419166037129,1,1400.0,0,1400.0,0,2011-South Africa F2-Theodoros Angelinos-Christiaan Botha
Axel Vila Antuna,1369.7418640108351,1,1400.0,0,1366.8561972629182,1,1400.0,0,2017-Spain F23-Abhinav Sanjeev Shanmugam-Axel Vila Antuna
Mert Arabaci ,1369.7306621398532,1,1400.0,0,1368.2898584040695,1,1400.0,0,2020-M15 Antalya 1-Albert Roglan-Mert Arabaci 
Marcen Angelo Gonzales,1369.7027206505902,2,1364.0359611751578,2,1400.0,0,1400.0,0,2014-25th Mitsubishi-Lancer International Junior Championships-Lewis Roskilly-Marcen Angelo Gonzales
Filippo Moggian,1369.6860433883624,1,1400.0,0,1368.7889751939106,1,1400.0,0,2016-Mestre CH-Thomas Giraudeau-Filippo Moggian
Gianluca Brunkow,1369.6704381159964,1,1367.577960739689,1,1400.0,0,1400.0,0,2022-M15 Lakewood CA-Connor Farren-Gianluca Brunkow
Matteo Scotto Di Uccio,1369.6644499962586,1,1400.0,0,1371.6549808816605,1,1400.0,0,2013-Italy F6-Giorgio Portaluri-Matteo Scotto Di Uccio
Yew Ming Si,1369.6616956499897,27,1363.917385084905,9,1412.0,0,1412.0,0,2013-Kuala Lumpur-Jean Julien Rojer-Yew Ming Si
Juan Ignacio Batalla,1369.6437748301025,4,1350.8455418996548,4,1400.0,0,1400.0,0,2019-Los Cabos-Maxime Janvier-Juan Ignacio Batalla
Tom Brown,1369.6429196226657,1,1400.0,0,1363.5782941775471,1,1400.0,0,2022-M15 Quito-Ricardo Rodriguez-Tom Brown
Carles Batlle,1369.6395195350897,4,1400.0,0,1374.0530171832324,4,1400.0,0,2019-M15 Wetzlar-Jonathan Mridha-Carles Batlle
Przemysaw Kwiatkowski,1369.6157578903926,1,1400.0,0,1359.3421927470367,1,1400.0,0,2017-Poland F8-Piotr Matuszewski-Przemysaw Kwiatkowski
Ignasi De Rueda De Genover,1369.5898393846037,32,1310.5214070903312,18,1402.0323697908173,14,1400.0,0,2022-M25 Arlon-Constantin Bittoun Kouzmine-Ignasi De Rueda De Genover
Mischa Lanz,1369.5809851553101,17,1367.1070203745476,1,1380.4508016356242,11,1333.610406520042,5,2021-M25 Trimbach-Dominic Stricker-Mischa Lanz
James Edley,1369.5743606883664,1,1361.6972009190624,1,1400.0,0,1400.0,0,2021-M15 Monastir-Lukas Neumayer-James Edley
Pascual Lucas,1369.572582139525,3,1400.0,0,1375.8375957112842,3,1400.0,0,2013-Egypt F4-Gianluigi Quinzi-Pascual Lucas
Tanishq Mahendru,1369.566934661206,1,1367.55499164283,1,1400.0,0,1400.0,0,2016-Turkey F16-Petar Conkic-Tanishq Mahendru
Jayden Templeman,1369.5206283574385,6,1348.9682362690583,6,1400.0,0,1400.0,0,2021-J1 College Park-Victor Lilov-Jayden Templeman
Joaquin Vallejo,1369.5153611091025,2,1400.0,0,1358.4806485736424,2,1400.0,0,2015-35th Asuncion Bowl-Eero Vasa-Joaquin Vallejo
Cooper Williams,1369.5016737801961,9,1397.5229361421164,3,1385.7157150165501,6,1400.0,0,2022-M15 Vero Beach FL-Sekou Bangoura-Cooper Williams
Jaewoo Kim,1369.4905471633165,1,1368.4548240487193,1,1400.0,0,1400.0,0,2019-M15 Gimcheon 2-Ryota Tanuma-Jaewoo Kim
Terrance Whitehurst,1369.489320588197,3,1373.510889384739,3,1400.0,0,1400.0,0,2016-USA F40-Winston Lin-Terrance Whitehurst
Osvaldo Aguirre,1369.4787646809689,1,1400.0,0,1368.5926263256272,1,1400.0,0,2011-Santiago-Gonzalo Lama-Osvaldo Aguirre
Ivan Levar,1369.4726798451393,1,1400.0,0,1361.9079315958863,1,1400.0,0,2011-Perin Memorial-Daniel Masur-Ivan Levar
Giacomo Pirozzi,1369.444004851255,24,1379.8247453781794,1,1347.7820493556128,4,1398.0,0,2010-Spain F22-Laurynas Grigelis-Giacomo Pirozzi
Gabriel Vellinho Hocevar,1369.4319654818748,34,1376.2029638773781,10,1400.249664358029,24,1400.0,0,2014-44th Banana Bowl-Gian Marco Moroni-Gabriel Vellinho Hocevar
Tomas Vyrostko,1369.4271507431235,1,1400.0,0,1369.7770757879828,1,1400.0,0,2016-Poprad CH-Ilija Vucic-Tomas Vyrostko
Antonio Caruso,1369.4142671601262,2,1380.1607205425505,1,1386.433615861471,1,1400.0,0,2019-M25 Santa Margherita Di Pula 8-Nerman Fatic-Antonio Caruso
Jd Malan,1369.403869775069,1,1373.8451995248845,1,1400.0,0,1400.0,0,2014-South Africa F1-Milos Sekulic-Jd Malan
Thomas Gloudemans,1369.40181304055,1,1365.730030605416,1,1400.0,0,1400.0,0,2010-Copa Gatorade-Diego Acosta-Thomas Gloudemans
Karl Ekwurtzel,1369.3937827572263,1,1377.549038192451,1,1400.0,0,1400.0,0,2012-Sweden F7-Filip Bergevi-Karl Ekwurtzel
Rares Cuzdriorean,1369.3745320769985,10,1376.5971825765464,5,1459.1491964391716,1,1474.0,0,2013-Cyprus F2-Marek Semjan-Rares Cuzdriorean
Daniel Sebastian Wilches Betancur,1369.3738840889182,1,1374.8736867463201,1,1400.0,0,1400.0,0,2013-Venezuela F8-Mateo Nicolas Martinez-Daniel Sebastian Wilches Betancur
Bruno Avila,1369.3725404205322,1,1400.0,0,1367.1912185449416,1,1400.0,0,2015-Argentina F10-Leandro Portmann-Bruno Avila
Shivank Bhatnagar,1369.3721613734347,1,1358.5121891491847,1,1400.0,0,1400.0,0,2022-M15 Monastir-Abedallah Shelbayh-Shivank Bhatnagar
Eric Talac,1369.3674943366336,1,1400.0,0,1369.558321263481,1,1400.0,0,2019-M15 Piestany 2-Andrew Paulson-Eric Talac
Brunno Barbosa,1369.3619237373048,2,1400.0,0,1357.915893412042,2,1400.0,0,2014-Brazil F11-Ricardo Hocevar-Brunno Barbosa
Klim Ivanov,1369.3551570734073,5,1392.4232311546816,1,1384.6351314333092,4,1400.0,0,2019-M15 Antalya 2-Hernan Casanova-Klim Ivanov
Adam Sanjurjo Hermida,1369.344450150437,96,1419.9703483238757,44,1318.878706755525,42,1382.0713306290581,10,2014-Spain F32-Yannick Mertens-Adam Sanjurjo Hermida
Renan Hanayama,1369.313130934687,1,1400.0,0,1364.542390517257,1,1400.0,0,2014-34th Asuncion Bowl-Sergio Valinotti-Renan Hanayama
Robert Mensah Kpodo,1369.2975489753044,1,1368.3363651016818,1,1400.0,0,1400.0,0,2013-Nigeria F2-Mithun Murali-Robert Mensah Kpodo
Efstathios Tsiranidis,1369.2685938697398,1,1356.896943176714,1,1400.0,0,1400.0,0,2015-Greece F9-Johan Nikles-Efstathios Tsiranidis
Nishank Mishra,1369.265880938333,1,1400.0,0,1364.178161949573,1,1400.0,0,2010-Sudan F2-Jordi Munoz Abreu-Nishank Mishra
Miguel Grifol,1369.228459318818,2,1400.0,0,1362.7602274761061,2,1400.0,0,2010-Paraguay F3-Matteo Marrai-Miguel Grifol
Johann Georg Fankhauser,1369.2143646989905,1,1400.0,0,1366.9915845444261,1,1400.0,0,2013-German Bundesliga Erfurter TC RW - TC Bruckmuehl Feldkirchen-Leos Friedl-Johann Georg Fankhauser
Sebastian Dominguez,1369.2114397248333,16,1339.7395241989332,9,1403.2316244626675,7,1400.0,0,2020-J1 Lambare-Bruno Kuzuhara-Sebastian Dominguez
Ignacio Huertas Barrantes,1369.210748626575,1,1400.0,0,1367.058797585296,1,1400.0,0,2011-Spain F8-Marc Giner-Ignacio Huertas Barrantes
Stuart Kenyon,1369.2023324343113,2,1400.0,0,1347.8698058069244,2,1400.0,0,2013-USA F28-Connor Farren-Stuart Kenyon
Martin Buslje,1369.1982422887202,1,1400.0,0,1367.247433828335,1,1400.0,0,2022-M25 Rosario Santa Fe-Valerio Aboian-Martin Buslje
Akihiro Murakami,1369.149711572664,1,1400.0,0,1369.9927003818418,1,1400.0,0,2015-Spain F31-Juan Samuel Arauzo Martinez-Akihiro Murakami
Claudio Santibanez,1369.144846485118,1,1400.0,0,1373.4724936914224,1,1400.0,0,2011-Chile F11-Matias Sborowitz-Claudio Santibanez
Daniel Fossi,1369.136584502885,1,1368.6686063137602,1,1400.0,0,1400.0,0,2010-Venezuela F6-Gilles De Sousa-Daniel Fossi
Nick Andree Concha Colchado,1369.1338056895588,1,1400.0,0,1360.638255896926,1,1400.0,0,2014-Peru F6-Augusto Laranja-Nick Andree Concha Colchado
Julien Delaplane,1369.1319052875808,5,1361.2929985813844,3,1382.1811111085149,2,1400.0,0,2018-Noumea CH-Geoffrey Blancaneaux-Julien Delaplane
Sonchat Ratiwatana,1369.1318258419171,20,1376.1011828686378,12,1447.0,0,1384.8151781190722,1,2019-M25 Nonthaburi 1-Shuichi Sekiguchi-Sonchat Ratiwatana
Juan David Luna Diaz,1369.1210241946487,3,1384.513825807234,2,1375.14159486995,1,1400.0,0,2011-Copa Barranquilla-Pedro Dumont-Juan David Luna Diaz
Valentino Ciotti,1369.1180604496205,6,1400.0,0,1380.599047486921,6,1400.0,0,2015-Tunisia F17-Tak Khunn Wang-Valentino Ciotti
Aleksandr Tsatkin,1369.111653768034,1,1365.1141254102051,1,1400.0,0,1400.0,0,2015-Uzbekistan F4-Markos Kalovelonis-Aleksandr Tsatkin
Luis Soteldo,1369.06778178884,1,1365.3559156035008,1,1400.0,0,1400.0,0,2010-Copa Gatorade-Manuel Agustin Belda-Luis Soteldo
Abdullah Bouhamad,1369.06778178884,1,1365.3559156035008,1,1400.0,0,1400.0,0,2010-Kuwait F1-Khaled Al Thawadi-Abdullah Bouhamad
Joao Guerra,1369.0621674735753,1,1400.0,0,1369.6938319560688,1,1400.0,0,2018-Portugal F12-Alexandre Tsuchiya-Joao Guerra
Thehan Sanjaya Wijemanne,1369.0541680934236,1,1400.0,0,1365.7028262487988,1,1400.0,0,2020-Davis Cup WG2 PO: PAR vs SRI-Adolfo Daniel Vallejo-Thehan Sanjaya Wijemanne
Ilija Salapic,1369.0475495733053,1,1400.0,0,1366.564056100154,1,1400.0,0,2011-Serbia F5-Arsenije Zlatanovic-Ilija Salapic
Siim Troost,1369.0408682070838,17,1341.4178514427251,8,1447.2598346214622,7,1313.348902742789,2,2022-M15 Vaasa-Ivan Nedelko-Siim Troost
Alejandro Perez,1369.0377201124065,2,1378.6440579221987,1,1389.3986762188774,1,1400.0,0,2019-M15 Santa Marta-Alejandro Gomez-Alejandro Perez
Izan Orgiles Garcia Retamero,1369.0294399772743,1,1359.1654728050598,1,1400.0,0,1400.0,0,2022-M15 Villena-Diego Augusto Barreto Sanchez-Izan Orgiles Garcia Retamero
Yusei Fukuoka,1369.029081200414,1,1400.0,0,1361.3367383812272,1,1400.0,0,2015-Philippines F1-Johnny Arcilla-Yusei Fukuoka
Graham Maassen,1369.0241287345302,1,1372.3495399069175,1,1400.0,0,1400.0,0,2021-M15 Monastir-Michel Vernier-Graham Maassen
Daan Maasland,1369.0173626915814,1,1400.0,0,1359.1280339729346,1,1400.0,0,2012-Netherlands F7-Kevin Griekspoor-Daan Maasland
Clement Larriere,1369.0137457853875,91,1404.9325722888575,70,1226.1807161955178,20,1344.5295289704277,1,2020-M15 Toulouse-Arthur Reymond-Clement Larriere
Alexander Todorov,1368.9952431304598,1,1369.2767282913499,1,1400.0,0,1400.0,0,2014-Ukraine F2-Stanislav Poplavskyy-Alexander Todorov
Max Hertl,1368.9583217734312,5,1400.0,0,1384.7511996637675,4,1377.8670038276707,1,2012-German Bundesliga TC BW Neuss - TK Aachen-Daniel Brands-Max Hertl
Ezequiel Simonit,1368.9405424712816,10,1410.7313525010773,1,1373.7013431956714,9,1400.0,0,2022-M15 Quito-Kiranpal Pannu-Ezequiel Simonit
Ho Jun Lee,1368.9379538266803,1,1363.786090413336,1,1400.0,0,1400.0,0,2016-China Junior 14 Nanjing-Weibowen Zou-Ho Jun Lee
Anish Wijesinghe,1368.9253880927386,1,1400.0,0,1367.0944967774828,1,1400.0,0,2015-Sri Lanka F2-Sander Gille-Anish Wijesinghe
August Iwdal,1368.9191225799675,1,1363.513185166657,1,1400.0,0,1400.0,0,2010-Norway F2-Stefan Borg-August Iwdal
Sean Hill,1368.915568157237,3,1399.2469659439705,2,1349.2159560698763,1,1400.0,0,2016-USTA International Spring Championships-Nathan Ponwith-Sean Hill
Mann Shah,1368.9114720315224,5,1365.17649337489,5,1400.0,0,1400.0,0,2019-US Open Boys-Lorenzo Rottoli-Mann Shah
Maximilian Scheiter,1368.86322299911,2,1400.0,0,1370.6573374348065,2,1400.0,0,2012-German Bundesliga SV Wacker Burghausen - Rochusclub Dusseldorf-Christian Magg-Maximilian Scheiter
Sebastian Losavio,1368.8412356930648,6,1477.0,0,1352.534066203822,5,1477.0,0,2011-Argentina F7-Joaquin Jesus Monteferrario-Sebastian Losavio
David Vieyra,1368.825133649742,1,1353.5976437572403,1,1400.0,0,1400.0,0,2010-Canadian Open Junior Championships-Julien Cagnina-David Vieyra
Agustin Savarino,1368.8208021215587,8,1389.4506777605468,1,1395.041246455404,7,1400.0,0,2018-USA F30-Strong Kirchheimer-Agustin Savarino
Vladimir Reznicek,1368.8188218919256,1,1400.0,0,1361.2498033938946,1,1400.0,0,2018-Austria F4-Calin Manda-Vladimir Reznicek
Rodrigo De Santis Carvalho,1368.7905323980312,1,1400.0,0,1351.5676465388378,1,1400.0,0,2017-Brazil F2-Matheus Pucinelli De Almeida-Rodrigo De Santis Carvalho
Anapat Timangkul,1368.7647595078217,2,1369.1529639556602,2,1400.0,0,1400.0,0,2022-M15 Chiang Rai-Jose Rubin Statham-Anapat Timangkul
Alex Sidney,1368.7570024281315,1,1400.0,0,1355.8807517824278,1,1400.0,0,2011-USA F16-Raymond Sarmiento-Alex Sidney
Marcos Ignacio Taccone,1368.7322856371159,1,1400.0,0,1362.478742764539,1,1400.0,0,2010-Argentina F3-Nicolas Kicker-Marcos Ignacio Taccone
David Papis,1368.7119560251651,1,1366.2015698106654,1,1400.0,0,1400.0,0,2014-Israel F7-Tal Goldengoren-David Papis
Yasser Adel Sayed,1368.7080444973806,11,1402.0,0,1369.127875134948,3,1402.0,0,2012-Egypt F2-Bassam Beidas-Yasser Adel Sayed
Joaquin Espinoza,1368.7058137866868,1,1400.0,0,1367.2721561261706,1,1400.0,0,2016-Bolivia F1-Jorge Brian Panta Herreros-Joaquin Espinoza
Filip Bergstrom,1368.6893576055895,1,1400.0,0,1362.5855612963828,1,1400.0,0,2015-Sweden F2-Christoffer Solberg-Filip Bergstrom
Iiro Vasa,1368.6736481968203,17,1409.3916908740441,12,1314.3722495434795,5,1400.0,0,2022-M15 Vaasa-Luca Castelnuovo-Iiro Vasa
Robin Stork,1368.6575470297582,3,1400.0,0,1370.9058242888257,3,1400.0,0,2011-German Bundesliga 1. FC Nuernberg - TC Amberg am Schanzl-Andreas Vinciguerra-Robin Stork
Daniel Coronado,1368.6387644432866,15,1418.0,0,1372.7513003632955,10,1418.0,0,2011-Brazil F44-Eladio Ribeiro Neto-Daniel Coronado
Riley H Reist,1368.6384133240113,1,1372.0824161118412,1,1400.0,0,1400.0,0,2016-Columbus 2 CH-Hunter Callahan-Riley H Reist
Gilberto Pineda,1368.6380652777952,1,1365.2321129121588,1,1400.0,0,1400.0,0,2011-Mexico F9-Sebastian Rivera-Gilberto Pineda
Nil Regas Luis,1368.6311799743812,3,1400.0,0,1366.752665905968,3,1400.0,0,2022-M15 Valldoreix-Pol Toledo Bague-Nil Regas Luis
Ankit Sachdeva,1368.6309154019746,11,1367.2537139971537,8,1441.0,0,1441.0,0,2015-India F1-Sarvar Ikramov-Ankit Sachdeva
Mason Caldwell,1368.6216116919586,1,1365.9892644195293,1,1400.0,0,1400.0,0,2019-M15 Guam-Kento Takeuchi-Mason Caldwell
Thomas Blackwell,1368.620135064335,1,1400.0,0,1362.344162077202,1,1400.0,0,2011-USA F15-Keith Patrick Crowley-Thomas Blackwell
Eldar Sebastian Rosianu,1368.61549870843,1,1400.0,0,1362.9528279920594,1,1400.0,0,2010-Bulgaria F5-Dimitar Kuzmanov-Eldar Sebastian Rosianu
Ting Yu Chuang,1368.6127362422135,35,1389.6282939608095,28,1360.3177236393196,6,1363.3469142267681,1,2016-Taipei CH-Cheng Peng Hsieh-Ting Yu Chuang
Filippo Ghio,1368.5707431350197,1,1364.1706395935785,1,1400.0,0,1400.0,0,2010-Italy F26-Andrea Agazzi-Filippo Ghio
Alex Van Cott,1368.5670994887166,1,1375.6731414492683,1,1400.0,0,1400.0,0,2015-USA F19-Spencer Papa-Alex Van Cott
Jose Maria Martin De Oliva Carr,1368.563654054288,4,1328.400078382183,2,1437.0421759176675,2,1400.0,0,2017-Spain F16-Ricardo Ojeda Lara-Jose Maria Martin De Oliva Carr
Kartik Sharma,1368.5275184768843,1,1357.186250632557,1,1400.0,0,1400.0,0,2017-Egypt F6-Lukas Klein-Kartik Sharma
Marcos Torralbo Albos,1368.5027093969916,2,1400.0,0,1375.167621342384,2,1400.0,0,2017-Morocco F6-Jordan Correia Passos Do Carmo-Marcos Torralbo Albos
Vitali Shvets,1368.4915469579728,2,1378.9944004385138,1,1385.6649243931959,1,1400.0,0,2022-M15 Monastir-Matas Vasiliauskas-Vitali Shvets
Ryan Alexander Mueller,1368.484383367332,7,1368.574657396496,7,1400.0,0,1400.0,0,2015-Guatemala F1-Mauricio Astorga-Ryan Alexander Mueller
Joan Nadal Vives,1368.4808418823043,1,1366.1463448375157,1,1400.0,0,1400.0,0,2022-M15 Manacor-Pedro Rodenas-Joan Nadal Vives
Eduards Stefenbergs,1368.4696267931818,1,1400.0,0,1367.5684688332574,1,1400.0,0,2018-Latvia F1-Denys Klok-Eduards Stefenbergs
Gaston Erhardt,1368.4631211809208,7,1400.0,0,1377.856272365725,7,1400.0,0,2020-M25 Punta del Este-Juan Ignacio Galarza-Gaston Erhardt
Andelko Blagojevic,1368.4499851476714,1,1400.0,0,1367.628989728718,1,1400.0,0,2015-Bosnia & Herzegovina F2-Petar Conkic-Andelko Blagojevic
Ignacio Garcia,1368.4378006011857,6,1349.350751243172,6,1400.0,0,1400.0,0,2020-Davis Cup WG2 PO: DEN vs PUR-Holger Rune-Ignacio Garcia
Ali Mirzakhani,1368.4377496153058,1,1400.0,0,1368.7648843685029,1,1400.0,0,2014-Iran F10-Jordi Munoz Abreu-Ali Mirzakhani
Arshak Ghazaryan,1368.4342588778381,1,1400.0,0,1370.406225329551,1,1400.0,0,2014-Georgia F1-Pawel Cias-Arshak Ghazaryan
Johan Backstrom,1368.4281300004625,13,1349.1373472500227,2,1405.1563862481478,11,1400.0,0,2013-Bastad-Daniel Windahl-Johan Backstrom
David Samardzija,1368.402411709067,1,1400.0,0,1369.0711393410959,1,1400.0,0,2014-Simacek ITF Junior Open Linz 2014-Johannes Haerteis-David Samardzija
Tristan Salerno,1368.3953652795183,1,1364.6028091130606,1,1400.0,0,1400.0,0,2010-Australian Open Boys-Michael Grant-Tristan Salerno
Yu Tanaka,1368.3640371164615,1,1368.2299862643972,1,1400.0,0,1400.0,0,2021-US Open Boys-Coleman Wong-Yu Tanaka
Matteo Galli,1368.3632368475824,26,1398.0,0,1342.3103568790325,1,1398.0,0,2012-Serbia F4-Bojan Temunovic-Matteo Galli
Petros Tsitsipas,1368.346701184366,104,1425.1044796676936,70,1359.9191895212582,34,1400.0,0,2022-Iasi CH-Oleg Prihodko-Petros Tsitsipas
Gabriel Cadena,1368.3418454356154,2,1372.7618576613247,1,1390.9944695742472,1,1400.0,0,2011-Venezuela F8-Denis Zivkovic-Gabriel Cadena
Mateusz Piatek,1368.3201763054258,1,1400.0,0,1361.7613380381786,1,1400.0,0,2018-Poland F6-Petr Hajek-Mateusz Piatek
Tushar Mandlekar,1368.3092643519194,3,1368.9718067814727,3,1400.0,0,1400.0,0,2013-India F8-Jeevan Nedunchezhiyan-Tushar Mandlekar
Nils Corrales,1368.2827491486428,1,1364.47667904648,1,1400.0,0,1400.0,0,2010-Copa Gatorade-Andrea Dallasta-Nils Corrales
Joshua Dous Karpenschif,1368.2568643854265,6,1399.9287320599021,1,1328.7914620958088,5,1400.0,0,2022-Lyon CH-Juan Bautista Torres-Joshua Dous Karpenschif
Hendrik Maier,1368.2414176345105,1,1400.0,0,1362.6868262341297,1,1400.0,0,2017-Germany F6-Tom Schonenberg-Hendrik Maier
Joshua Peck,1368.2366755596934,56,1367.939746011517,47,1417.9283571684477,9,1400.0,0,2021-M15 Guatemala-Stefan Simeunovic-Joshua Peck
Felipe Fonseca,1368.2304733689198,3,1400.0,0,1364.0403597543807,3,1400.0,0,2014-44th Banana Bowl-Rafael Antonio Coutinho-Felipe Fonseca
Ioan Luca Vidan,1368.211411092835,1,1400.0,0,1366.349928514055,1,1400.0,0,2017-Tunisia F33-Javier Barranco Cosano-Ioan Luca Vidan
Austin Hoole,1368.2083632542842,1,1364.5318580510007,1,1400.0,0,1400.0,0,2014-Canada F4-Mousheg Hovhannisyan-Austin Hoole
Karl Adrian Ringdal Noerstenaes,1368.202004938533,3,1346.4399308284474,3,1400.0,0,1400.0,0,2019-M15 Meshref 3-Vitaliy Sachko-Karl Adrian Ringdal Noerstenaes
Patrick Harper,1368.1923829403145,5,1362.9215017853417,2,1400.0,0,1358.2502644856636,3,2018-Knoxville CH-Jelle Sels-Patrick Harper
Brady Draheim,1368.1908475226066,1,1368.0797142047754,1,1400.0,0,1400.0,0,2019-M15 Norman OK-Mark Whitehouse-Brady Draheim
Antoni Orlinski,1368.1680403864557,2,1400.0,0,1359.5962323558076,2,1400.0,0,2011-Poland F8-Jerzy Janowicz-Antoni Orlinski
Cristian Batlle Rodriguez,1368.1573974958249,1,1400.0,0,1359.226912140714,1,1400.0,0,2011-Spain F9-Eduard Esteve Lobato-Cristian Batlle Rodriguez
Hans Adrian Riseng,1368.1500725959256,2,1357.7294531885884,2,1400.0,0,1400.0,0,2010-Norway F2-Ludovic Walter-Hans Adrian Riseng
Radim Huda,1368.1484583396818,2,1352.7240132513793,2,1400.0,0,1400.0,0,"2011-Czech Extraliga, TK Neride - TK Spartak Jihlava-Dusan Lojda-Radim Huda"
Carlos Torres,1368.1281039486953,2,1400.0,0,1368.1730484773743,2,1400.0,0,2013-Morocco F5-Killian Davanzo-Carlos Torres
Remi Groenendaal,1368.1065519048673,6,1400.0,0,1381.584598464665,6,1400.0,0,2011-USA F2-Benjamin Balleret-Remi Groenendaal
Franz Sydow,1368.1047702767082,21,1384.2260457133405,14,1371.3174642735407,7,1400.0,0,2013-Copa Gatorade 2013-Luca Corinteli-Franz Sydow
Muhammet Haylaz,1368.074705325405,138,1421.1600901165045,106,1316.6476918917713,32,1400.0,0,2018-Turkey F14-Jaroslav Pospisil-Muhammet Haylaz
Prachaya Baibong,1368.0700821777828,1,1364.2970726324152,1,1400.0,0,1400.0,0,2018-Thailand F5-Jumpei Yamasaki-Prachaya Baibong
Andrew Macfarlane,1368.0610689484342,1,1364.7346985500828,1,1400.0,0,1400.0,0,2011-Australian Open Boys-Emmett A Egger-Andrew Macfarlane
Yasier Estrada,1368.0570621828929,1,1364.2239096448402,1,1400.0,0,1400.0,0,2010-Cuba F1-Kevin Hernandez-Yasier Estrada
James Elliott,1368.0570621828929,1,1364.2239096448402,1,1400.0,0,1400.0,0,2012-Great Britain F16-Jarryd Bant-James Elliott
Alessandro Spadola,1368.056205245942,4,1401.3028906831048,3,1381.4317749401332,1,1400.0,0,2022-Sanremo CH-Aldin Setkic-Alessandro Spadola
Ilie Aurelian Giurgiu,1368.0487319302545,62,1388.0,0,1354.585515870698,26,1388.0,0,2014-Romania F13-Alexandru Daniel Carpen-Ilie Aurelian Giurgiu
